originalNameUsageID,genus,taxonID,parentNameUsageID,acceptedNameUsageID,datasetID,taxonomicStatus,taxonRank,scientificName,specificEpithet,infraspecificEpithet,nameAccordingTo,namePublishedIn,nomenclaturalCode,nomenclaturalStatus,taxonRemarks,dcterms:references
,Typhloceras,120990,xFL,,,ACCEPTED,SPECIES,"Typhloceras favosum Jordan & Rothschild, 1914",favosum,,,,ICZN,,,
,Typhloceras,121040,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum rolandi Jordan, 1938",favosum,rolandi,,,ICZN,,,
,Typhloceras,121050,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum sintrensis Ribeiro & Capela, 1988",favosum,sintrensis,,,ICZN,,,
,Typhloceras,121000,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum favosum Jordan & Rothschild, 1914",favosum,favosum,,,ICZN,,,
,Typhloceras,121010,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum asunicum Jordan, 1938",favosum,asunicum,,,ICZN,,,
,Typhloceras,121020,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum benrachidi Beaucournu & Abdulkhalek, 1977",favosum,benrachidi,,,ICZN,,,
,Typhloceras,121030,120990,,,ACCEPTED,INFRASPECIFIC_NAME,"Typhloceras favosum claramuntae Beaucournu & Gosalbez, 1978",favosum,claramuntae,,,ICZN,,,
,,xFJ,x4G,,,ACCEPTED,GENUS,Delotelis,,,,,,,,
,Delotelis,117810,xFJ,,,ACCEPTED,SPECIES,"Delotelis telegoni (Rothschild, 1905)",telegoni,,,,ICZN,,,
,Delotelis,117800,xFJ,,,ACCEPTED,SPECIES,"Delotelis hollandi Smit, 1952",hollandi,,,,ICZN,,,
,,xF6,x4G,,,ACCEPTED,GENUS,Adoratopsylla,,,,,,,,
,Adoratopsylla,116050,xF6,,,ACCEPTED,SPECIES,"Adoratopsylla antiquorum (Rothschild, 1904)",antiquorum,,,,ICZN,,,
,Adoratopsylla,116100,116050,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla antiquorum recta Tipton & Machado, 1972",antiquorum,recta,,,ICZN,,,
,Adoratopsylla,116090,116050,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla antiquorum rara Tipton & Machado, 1972",antiquorum,rara,,,ICZN,,,
,Adoratopsylla,116110,116050,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla antiquorum ronnai Guimaraes, 1954",antiquorum,ronnai,,,ICZN,,,
,Adoratopsylla,116080,116050,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla antiquorum discreta (Jordan, 1926)",antiquorum,discreta,,,ICZN,,,
,Adoratopsylla,116070,116050,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla antiquorum antiquorum (Rothschild, 1904)",antiquorum,antiquorum,,,ICZN,,,
,Adoratopsylla,116060,,116050,,SYNONYM,SPECIES,"Adoratopsylla cunhai (Pinto, 1926)",cunhai,,,,ICZN,,,
,Adoratopsylla,116130,xF6,,,ACCEPTED,SPECIES,"Adoratopsylla dilecta Jordan, 1938",dilecta,,,,ICZN,,,
,Adoratopsylla,116120,xF6,,,ACCEPTED,SPECIES,"Adoratopsylla bisetosa Ewing, 1925",bisetosa,,,,ICZN,,,
,Adoratopsylla,116230,xF6,,,ACCEPTED,SPECIES,"Adoratopsylla sinuata Guimaraes, 1945",sinuata,,,,ICZN,,,
,Adoratopsylla,116170,xF6,,,ACCEPTED,SPECIES,"Adoratopsylla intermedia (Wagner, 1901)",intermedia,,,,ICZN,,,
,Adoratopsylla,116220,116170,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla intermedia vidua (Jordan, 1926)",intermedia,vidua,,,ICZN,,,
,Adoratopsylla,116190,116170,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla intermedia intermedia (Wagner, 1901)",intermedia,intermedia,,,ICZN,,,
,Adoratopsylla,116200,,116190,,SYNONYM,SUBSPECIES,"Adoratopsylla intermedia oxyura (Jordan, 1926)",intermedia,oxyura,,,ICZN,,,
,Adoratopsylla,116210,116170,,,ACCEPTED,INFRASPECIFIC_NAME,"Adoratopsylla intermedia copha (Jordan, 1926)",intermedia,copha,,,ICZN,,,
,Spalacopsylla,116180,,116170,,SYNONYM,SPECIES,"Spalacopsylla cruzi (Cunha, 1914)",cruzi,,,,ICZN,,,
,,xF4,x4G,,,ACCEPTED,GENUS,Idilla,,,,,,,,
,Idilla,116010,xF4,,,ACCEPTED,SPECIES,"Idilla caelebs Smit, 1957",caelebs,,,,ICZN,,,
,,xF8,x4G,,,ACCEPTED,GENUS,Listropsylla,,,,,,,,
,Listropsylla,116380,xF8,,,ACCEPTED,SPECIES,"Listropsylla dorippae (Rothschild, 1904)",dorippae,,,,ICZN,,,
,Listropsylla,116390,xF8,,,ACCEPTED,SPECIES,"Listropsylla fouriei De Meillon, 1937",fouriei,,,,ICZN,,,
,Listropsylla,116400,xF8,,,ACCEPTED,SPECIES,"Listropsylla prominens Jordan, 1930",prominens,,,,ICZN,,,
,Listropsylla,116290,xF8,,,ACCEPTED,SPECIES,"Listropsylla basilewskyi Smit, 1960",basilewskyi,,,,ICZN,,,
,Listropsylla,116300,xF8,,,ACCEPTED,SPECIES,"Listropsylla cerrita Jordan, 1930",cerrita,,,,ICZN,,,
,Listropsylla,116320,116300,,,ACCEPTED,INFRASPECIFIC_NAME,"Listropsylla cerrita juliae Haeselbarth, 1963",cerrita,juliae,,,ICZN,,,
,Listropsylla,116310,116300,,,ACCEPTED,INFRASPECIFIC_NAME,"Listropsylla cerrita cerrita Jordan, 1930",cerrita,cerrita,,,ICZN,,,
,Listropsylla,116330,xF8,,,ACCEPTED,SPECIES,"Listropsylla chelura Rothschild, 1913",chelura,,,,ICZN,,,
,Listropsylla,116350,116330,,,ACCEPTED,INFRASPECIFIC_NAME,"Listropsylla chelura alticola Haeselbarth, 1963",chelura,alticola,,,ICZN,,,
,Listropsylla,116340,116330,,,ACCEPTED,INFRASPECIFIC_NAME,"Listropsylla chelura chelura Rothschild, 1913",chelura,chelura,,,ICZN,,,
,Listropsylla,116360,xF8,,,ACCEPTED,SPECIES,"Listropsylla dolosa Rothschild, 1907",dolosa,,,,ICZN,,,
,Listropsylla,116370,,116360,,SYNONYM,SPECIES,"Listropsylla stygius (Rothschild, 1908)",stygius,,,,ICZN,,,
,Listropsylla,116280,xF8,,,ACCEPTED,SPECIES,"Listropsylla aricinae De Meillon, 1949",aricinae,,,,ICZN,,,
,Listropsylla,116260,xF8,,,ACCEPTED,SPECIES,"Listropsylla agrippinae (Rothschild, 1904)",agrippinae,,,,ICZN,,,
,Listropsylla,116270,,116260,,SYNONYM,SPECIES,"Listropsylla vicinus (Rothschild, 1905)",vicinus,,,,ICZN,,,
,,xDE,x4G,,,ACCEPTED,GENUS,Strepsylla,,,,,,,,
,Strepsylla,118270,xDE,,,ACCEPTED,SPECIES,"Strepsylla davisae Traub & Johnson, 1952",davisae,,,,ICZN,,,
,Strepsylla,118280,xDE,,,ACCEPTED,SPECIES,"Strepsylla fautini Traub, 1950",fautini,,,,ICZN,,,
,Strepsylla,118260,xDE,,,ACCEPTED,SPECIES,"Strepsylla dalmati Traub & Barrera, 1955",dalmati,,,,ICZN,,,
,Strepsylla,118310,xDE,,,ACCEPTED,SPECIES,"Strepsylla schmidti Traub & Barrera, 1955",schmidti,,,,ICZN,,,
,Strepsylla,118320,xDE,,,ACCEPTED,SPECIES,"Strepsylla taluna Traub & Johnson, 1952",taluna,,,,ICZN,,,
,Strepsylla,118290,xDE,,,ACCEPTED,SPECIES,"Strepsylla machadoi Barrera & Traub, 1963",machadoi,,,,ICZN,,,
,Strepsylla,118300,xDE,,,ACCEPTED,SPECIES,"Strepsylla mina Traub, 1950",mina,,,,ICZN,,,
,Strepsylla,118330,xDE,,,ACCEPTED,SPECIES,"Strepsylla villai Traub & Barrera, 1955",villai,,,,ICZN,,,
,,xDC,x4G,,,ACCEPTED,GENUS,Phalacropsylla,,,,,,,,
,Phalacropsylla,118200,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla hamata Tipton & Mendez, 1968",hamata,,,,ICZN,,,
,Phalacropsylla,118210,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla morlani Eads & Campos, 1982",morlani,,,,ICZN,,,
,Phalacropsylla,118180,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla allos Wagner, 1936",allos,,,,ICZN,,,
,Phalacropsylla,118190,,118180,,SYNONYM,SPECIES,"Phalacropsylla monticola Augustson, 1942",monticola,,,,ICZN,,,
,Phalacropsylla,118240,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla paradisea Rothschild, 1915",paradisea,,,,ICZN,,,
,Phalacropsylla,118220,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla nivalis Barrera & Traub, 1967",nivalis,,,,ICZN,,,
,Phalacropsylla,118230,xDC,,,ACCEPTED,SPECIES,"Phalacropsylla oregonensis Lewis & Maser, 1978",oregonensis,,,,ICZN,,,
,,xDA,x4G,,,ACCEPTED,GENUS,Meringis,,,,,,,,
,Meringis,118130,xDA,,,ACCEPTED,SPECIES,"Meringis parkeri Jordan, 1937",parkeri,,,,ICZN,,,
,Meringis,118120,xDA,,,ACCEPTED,SPECIES,"Meringis nidi Williams & Hoff, 1951",nidi,,,,ICZN,,,
,Meringis,118110,xDA,,,ACCEPTED,SPECIES,"Meringis jamesoni Hubbard, 1943",jamesoni,,,,ICZN,,,
,Meringis,118080,xDA,,,ACCEPTED,SPECIES,"Meringis hubbardi Kohls, 1938",hubbardi,,,,ICZN,,,
,Atheropsylla,118100,,118080,,SYNONYM,SPECIES,"Atheropsylla walkeri Hubbard, 1940",walkeri,,,,ICZN,,,
,Atheropsylla,118090,,118080,,SYNONYM,SPECIES,"Atheropsylla jewetti Hubbard, 1940",jewetti,,,,ICZN,,,
,Meringis,118150,xDA,,,ACCEPTED,SPECIES,"Meringis shannoni (Jordan, 1929)",shannoni,,,,ICZN,,,
,Meringis,118160,xDA,,,ACCEPTED,SPECIES,"Meringis vitabilis Eads, 1960",vitabilis,,,,ICZN,,,
,Meringis,118140,xDA,,,ACCEPTED,SPECIES,"Meringis rectus Morlan, 1953",rectus,,,,ICZN,,,
,Meringis,118020,xDA,,,ACCEPTED,SPECIES,"Meringis cummingi (C.Fox, 1926)",cummingi,,,,ICZN,,,
,Atheropsylla,118030,,118020,,SYNONYM,SPECIES,"Atheropsylla bakeri (Stewart, 1940)",bakeri,,,,ICZN,,,
,Meringis,118010,xDA,,,ACCEPTED,SPECIES,"Meringis californicus Augustson, 1953",californicus,,,,ICZN,,,
,Meringis,118000,xDA,,,ACCEPTED,SPECIES,"Meringis bilsingi Eads & Menzies, 1949",bilsingi,,,,ICZN,,,
,Meringis,117980,xDA,,,ACCEPTED,SPECIES,"Meringis arachis (Jordan, 1929)",arachis,,,,ICZN,,,
,Atheropsylla,117990,,117980,,SYNONYM,SPECIES,"Atheropsylla cochisei Hubbard, 1954",cochisei,,,,ICZN,,,
,Meringis,118070,xDA,,,ACCEPTED,SPECIES,"Meringis facilis Eads, 1979",facilis,,,,ICZN,,,
,Meringis,118060,xDA,,,ACCEPTED,SPECIES,"Meringis disparalis Eads, 1979",disparalis,,,,ICZN,,,
,Meringis,118050,xDA,,,ACCEPTED,SPECIES,"Meringis dipodomys Kohs, 1938",dipodomys,,,,ICZN,,,
,Meringis,118040,xDA,,,ACCEPTED,SPECIES,"Meringis deserti Augustson, 1953",deserti,,,,ICZN,,,
,Meringis,117960,xDA,,,ACCEPTED,SPECIES,"Meringis agilis Eads, 1960",agilis,,,,ICZN,,,
,Meringis,117970,xDA,,,ACCEPTED,SPECIES,"Meringis altipecten Traub & Hoff, 1951",altipecten,,,,ICZN,,,
,,xD8,x4G,,,ACCEPTED,GENUS,Epitedia,,,,,,,,
,Epitedia,117830,xD8,,,ACCEPTED,SPECIES,"Epitedia cavernicola Traub, 1957",cavernicola,,,,ICZN,,,
,Epitedia,117840,xD8,,,ACCEPTED,SPECIES,"Epitedia faceta (Rothschild, 1915)",faceta,,,,ICZN,,,
,Epitedia,117860,xD8,,,ACCEPTED,SPECIES,"Epitedia scapani (Wagner, 1936)",scapani,,,,ICZN,,,
,Epitedia,117870,,117860,,SYNONYM,SPECIES,"Epitedia jordani Hubbard, 1940",jordani,,,,ICZN,,,
,Epitedia,117880,xD8,,,ACCEPTED,SPECIES,"Epitedia stanfordi Traub, 1944",stanfordi,,,,ICZN,,,
,Epitedia,117890,xD8,,,ACCEPTED,SPECIES,"Epitedia stewarti Hubbard, 1940",stewarti,,,,ICZN,,,
,Epitedia,117900,xD8,,,ACCEPTED,SPECIES,"Epitedia wenmanni (Rothschild, 1904)",wenmanni,,,,ICZN,,,
,Epitedia,117910,117900,,,ACCEPTED,INFRASPECIFIC_NAME,"Epitedia wenmanni wenmanni (Rothschild, 1904)",wenmanni,wenmanni,,,ICZN,,,
,Epitedia,117930,117900,,,ACCEPTED,INFRASPECIFIC_NAME,"Epitedia wenmanni testor (Rothschild, 1915)",wenmanni,testor,,,ICZN,,,
,Epitedia,117920,,117900,,SYNONYM,SPECIES,"Epitedia similis Chapini, 1919",similis,,,,ICZN,,,
,Epitedia,117850,xD8,,,ACCEPTED,SPECIES,"Epitedia neotomae Jameson, 1946",neotomae,,,,ICZN,,,
,,xDN,x4G,,,ACCEPTED,GENUS,Atyphloceras,,,,,,,,
,Atyphloceras,120520,xDN,,,ACCEPTED,SPECIES,"Atyphloceras tancitari Traub & Johnson, 1952",tancitari,,,,ICZN,,,
,Atyphloceras,120510,xDN,,,ACCEPTED,SPECIES,"Atyphloceras shogakii Jameson & Sakaguti, 1954",shogakii,,,,ICZN,,,
,Atyphloceras,120490,xDN,,,ACCEPTED,SPECIES,"Atyphloceras nuperus (Jordan, 1931)",nuperus,,,,ICZN,,,
,Atyphloceras,120500,,120490,,SYNONYM,SUBSPECIES,"Atyphloceras nuperus palina (Jordan, 1931)",nuperus,palina,,,ICZN,,,
,Atyphloceras,120440,xDN,,,ACCEPTED,SPECIES,"Atyphloceras multidentatus (C.Fox, 1909)",multidentatus,,,,ICZN,,,
,Atyphloceras,120450,120440,,,ACCEPTED,INFRASPECIFIC_NAME,"Atyphloceras multidentatus multidentatus (C.Fox, 1909)",multidentatus,multidentatus,,,ICZN,,,
,Atyphloceras,120480,120440,,,ACCEPTED,INFRASPECIFIC_NAME,"Atyphloceras multidentatus alvarezi Barrera, 1963",multidentatus,alvarezi,,,ICZN,,,
,Saphiopsylla,120460,,120440,,SYNONYM,SPECIES,"Saphiopsylla artius Jordan, 1933",artius,,,,ICZN,,,
,Saphiopsylla,120470,,120440,,SYNONYM,SPECIES,"Saphiopsylla felix Jordan, 1933",felix,,,,ICZN,,,
,Atyphloceras,120400,xDN,,,ACCEPTED,SPECIES,"Atyphloceras bishopi Jordan, 1933",bishopi,,,,ICZN,,,
,Atyphloceras,120410,xDN,,,ACCEPTED,SPECIES,"Atyphloceras echis Jordan & Rothschild, 1915",echis,,,,ICZN,,,
,Neopsylla,138970,x5W,,,ACCEPTED,SPECIES,"Neopsylla ninae Beaucournu & Sountsov, 1999",ninae,,,,ICZN,,,
,Atyphloceras,120420,120410,,,ACCEPTED,INFRASPECIFIC_NAME,"Atyphloceras echis echis Jordan & Rothschild, 1915",echis,echis,,,ICZN,,,
,Atyphloceras,120430,120410,,,ACCEPTED,INFRASPECIFIC_NAME,"Atyphloceras echis longipalpus Stewart, 1940",echis,longipalpus,,,ICZN,,,
,,xDL,x4G,,,ACCEPTED,GENUS,Ctenoparia,,,,,,,,
,Ctenoparia,120360,xDL,,,ACCEPTED,SPECIES,"Ctenoparia topali Smit, 1963",topali,,,,ICZN,,,
,Ctenoparia,120350,xDL,,,ACCEPTED,SPECIES,"Ctenoparia propinqua Beaucournu & Gallardo, 1988",propinqua,,,,ICZN,,,
,Ctenoparia,120340,xDL,,,ACCEPTED,SPECIES,"Ctenoparia jordani Smit, 1955",jordani,,,,ICZN,,,
,Ctenoparia,120330,xDL,,,ACCEPTED,SPECIES,"Ctenoparia intermedia Beaucournu & Kelt, 1990",intermedia,,,,ICZN,,,
,Ctenoparia,120320,xDL,,,ACCEPTED,SPECIES,"Ctenoparia inopinata Rothschild, 1909",inopinata,,,,ICZN,,,
,,xDG,x4G,,,ACCEPTED,GENUS,Corypsylla,,,,,,,,
,Corypsylla,118410,xDG,,,ACCEPTED,SPECIES,"Corypsylla ornata C.Fox, 1908",ornata,,,,ICZN,,,
,Corypsylloides,118420,,118410,,SYNONYM,SPECIES,"Corypsylloides setosifrons Stewart, 1940",setosifrons,,,,ICZN,,,
,Corypsylla,118390,xDG,,,ACCEPTED,SPECIES,"Corypsylla kohlsi Hubbard, 1940",kohlsi,,,,ICZN,,,
,Corypsylloides,118400,,118390,,SYNONYM,SPECIES,"Corypsylloides spinata Fox, 1940",spinata,,,,ICZN,,,
,Corypsylla,118380,xDG,,,ACCEPTED,SPECIES,"Corypsylla jordani Hubbard, 1940",jordani,,,,ICZN,,,
,,xDJ,x4G,,,ACCEPTED,GENUS,Stenoponia,,,,,,,,
,Stenoponia,119960,xDJ,,,ACCEPTED,SPECIES,"Stenoponia americana (Baker, 1899)",americana,,,,ICZN,,,
,Stenoponia,119970,,119960,,SYNONYM,SPECIES,"Stenoponia wetmorei Chapin, 1919",wetmorei,,,,ICZN,,,
,Stenoponia,120280,xDJ,,,ACCEPTED,SPECIES,"Stenoponia vlasovi Ioff & Tiflov, 1934",vlasovi,,,,ICZN,,,
,Stenoponia,120100,xDJ,,,ACCEPTED,SPECIES,"Stenoponia singularis Ioff & Tiflov, 1934",singularis,,,,ICZN,,,
,Stenoponia,120110,xDJ,,,ACCEPTED,SPECIES,"Stenoponia suknevi Ioff & Tiflov, 1934",suknevi,,,,ICZN,,,
,Stenoponia,120120,xDJ,,,ACCEPTED,SPECIES,"Stenoponia tokudai Sakaguti & Jameson, 1959",tokudai,,,,ICZN,,,
,Stenoponia,120130,xDJ,,,ACCEPTED,SPECIES,"Stenoponia tripectinata (Tiraboschi, 1902)",tripectinata,,,,ICZN,,,
,Stenoponia,120230,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata separata Jordan, 1958",tripectinata,separata,,,ICZN,,,
,Stenoponia,120240,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata spinellosa Jordan, 1958",tripectinata,spinellosa,,,ICZN,,,
,Stenoponia,120220,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata megaera Jordan, 1958",tripectinata,megaera,,,ICZN,,,
,Stenoponia,120210,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata medialis Jordan, 1958",tripectinata,medialis,,,ICZN,,,
,Stenoponia,120250,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata tenax Jordan, 1958",tripectinata,tenax,,,ICZN,,,
,Stenoponia,120140,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata tripectinata (Tiraboschi, 1902)",tripectinata,tripectinata,,,ICZN,,,
,Stenoponia,120270,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata tingitana Jordan, 1958",tripectinata,tingitana,,,ICZN,,,
,Stenoponia,120260,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata thinophila Jordan, 1958",tripectinata,thinophila,,,ICZN,,,
,Stenoponia,120180,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata gaudi Beaucournu, 1974",tripectinata,gaudi,,,ICZN,,,
,Stenoponia,120190,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata insperata Weiss, 1930",tripectinata,insperata,,,ICZN,,,
,Stenoponia,120200,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata irakana Jordan, 1958",tripectinata,irakana,,,ICZN,,,
,Stenoponia,120150,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata acmaea Jordan, 1958",tripectinata,acmaea,,,ICZN,,,
,Stenoponia,120170,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata blanda Jordan, 1958",tripectinata,blanda,,,ICZN,,,
,Stenoponia,120160,120130,,,ACCEPTED,INFRASPECIFIC_NAME,"Stenoponia tripectinata barcana Jordan, 1958",tripectinata,barcana,,,ICZN,,,
,Stenoponia,120060,xDJ,,,ACCEPTED,SPECIES,"Stenoponia polyspina Li Kueichen & Wang Dwenching, 1964",polyspina,,,,ICZN,,,
,Stenoponia,120070,xDJ,,,ACCEPTED,SPECIES,"Stenoponia ponera Traub & Johnson, 1952",ponera,,,,ICZN,,,
,Stenoponia,120090,xDJ,,,ACCEPTED,SPECIES,"Stenoponia sidimi Marikovskiy, 1935",sidimi,,,,ICZN,,,
,Stenoponia,120080,xDJ,,,ACCEPTED,SPECIES,"Stenoponia shanghaiensis Liu & Wu, 1960",shanghaiensis,,,,ICZN,,,
,Stenoponia,120020,xDJ,,,ACCEPTED,SPECIES,"Stenoponia himalayana Brelih, 1975",himalayana,,,,ICZN,,,
,Stenoponia,120030,xDJ,,,ACCEPTED,SPECIES,"Stenoponia ivanovi Ioff & Tiflov, 1934",ivanovi,,,,ICZN,,,
,Stenoponia,120040,xDJ,,,ACCEPTED,SPECIES,"Stenoponia meridiana Cao Hanli, Xie Xingchu & Yu Xin, 1990",meridiana,,,,ICZN,,,
,Stenoponia,120050,xDJ,,,ACCEPTED,SPECIES,"Stenoponia montana Darskaya, 1949",montana,,,,ICZN,,,
,Stenoponia,119980,xDJ,,,ACCEPTED,SPECIES,"Stenoponia coelestis Jordan & Rothschild, 1911",coelestis,,,,ICZN,,,
,Stenoponia,119990,xDJ,,,ACCEPTED,SPECIES,"Stenoponia conspecta Wagner, 1926",conspecta,,,,ICZN,,,
,Stenoponia,120000,,119990,,SYNONYM,SPECIES,"Stenoponia solitaria Ioff & Tiflov, 1934",solitaria,,,,ICZN,,,
,Stenoponia,120010,xDJ,,,ACCEPTED,SPECIES,"Stenoponia formozovi Ioff & Tiflov, 1934",formozovi,,,,ICZN,,,
,,xD4,x4G,,,ACCEPTED,GENUS,Nearctopsylla,,,,,,,,
,Nearctopsylla,118570,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla myospalaca Ma Liming & Wang Lichen, 1966",myospalaca,,,,ICZN,,,
,Nearctopsylla,118560,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla martyoungi Hubbard, 1954",martyoungi,,,,ICZN,,,
,Nearctopsylla,118580,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla pfitzeri Benton, 1981",pfitzeri,,,,ICZN,,,
,Nearctopsylla,118520,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla hyrtaci (Rothschild, 1904)",hyrtaci,,,,ICZN,,,
,Nearctopsylla,118510,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla hamata Holland & Jameson, 1950",hamata,,,,ICZN,,,
,Nearctopsylla,118530,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla ioffi Sychevsky, 1950",ioffi,,,,ICZN,,,
,Nearctopsylla,118540,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla jordani Hubbard, 1940",jordani,,,,ICZN,,,
,Nearctopsylla,118550,,118540,,SYNONYM,SUBSPECIES,"Nearctopsylla jordani columbiana (Wagner, 1949)",jordani,columbiana,,,ICZN,,,
,Nearctopsylla,118500,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla georgiana Pratt & harrison, 1954",georgiana,,,,ICZN,,,
,Nearctopsylla,118460,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla genalis (Baker, 1904)",genalis,,,,ICZN,,,
,Nearctopsylla,118470,118460,,,ACCEPTED,INFRASPECIFIC_NAME,"Nearctopsylla genalis genalis (Baker, 1904)",genalis,genalis,,,ICZN,,,
,Nearctopsylla,118480,,118470,,SYNONYM,SUBSPECIES,"Nearctopsylla genalis laurentina (Jordan & Rothschild, 1923)",genalis,laurentina,,,ICZN,,,
,Nearctopsylla,118490,118460,,,ACCEPTED,INFRASPECIFIC_NAME,"Nearctopsylla genalis hygini (Rothschild, 1904)",genalis,hygini,,,ICZN,,,
,Nearctopsylla,118650,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla grahami Holland, 1979",grahami,,,,ICZN,,,
,Nearctopsylla,118640,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla brooksi (Rothschild, 1904)",brooksi,,,,ICZN,,,
,Nearctopsylla,118620,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla beklemischevi Ioff, 1950",beklemischevi,,,,ICZN,,,
,Nearctopsylla,118600,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla traubi Hubbard, 1949",traubi,,,,ICZN,,,
,Nearctopsylla,118590,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla princei Holland & Jameson, 1950",princei,,,,ICZN,,,
,Nearctopsylla,118690,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla xijiensis Wu Houyoung, Chen Baifang & Li Xiaolan, 1986",xijiensis,,,,ICZN,,,
,Nearctopsylla,118680,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla liupanshanensis Li Xiaolan, Wu Houyoung & Liu Quan, 1984",liupanshanensis,,,,ICZN,,,
,Nearctopsylla,118670,xD4,,,ACCEPTED,SPECIES,"Nearctopsylla brevidigita Wu Houyoung, Wang Dwenching & Liu Chiying, 1965",brevidigita,,,,ICZN,,,
,,xD6,x4G,,,ACCEPTED,GENUS,Paratyphloceras,,,,,,,,
,Paratyphloceras,118720,xD6,,,ACCEPTED,SPECIES,"Paratyphloceras oregonensis Ewing, 1940",oregonensis,,,,ICZN,,,
,,x7U,x4G,,,ACCEPTED,GENUS,Xenodaeria,,,,,,,,
,Xenodaeria,115950,x7U,,,ACCEPTED,SPECIES,"Xenodaeria laxiproceria Wu Hou-yong, Guo Tian-yu & Liu Quan, 1996",laxiproceria,,,,ICZN,,,
,Xenodaeria,115940,x7U,,,ACCEPTED,SPECIES,"Xenodaeria angustiproceria Wu Hou-yong, Guo Tian-yu & Liu Quan, 1996",angustiproceria,,,,ICZN,,,
,Xenodaeria,138550,x7U,,,ACCEPTED,SPECIES,"Xenodaeria telios Jordan, 1932",telios,,,,ICZN,,,
,Xenodaeria,115970,138550,,,ACCEPTED,INFRASPECIFIC_NAME,"Xenodaeria telios telios Jordan, 1932",telios,telios,,,ICZN,,,
,Xenodaeria,115980,,115970,,SYNONYM,SUBSPECIES,"Xenodaeria telios bijiangensis Li, Hsieh & Yang, 1978",telios,bijiangensis,,,ICZN,,,
,,x8J,x4G,,,ACCEPTED,GENUS,Liuopsylla,,,,,,,,
,Liuopsylla,116430,x8J,,,ACCEPTED,SPECIES,"Liuopsylla clavula Xie Baoqi & Duan Xinde, 1990",clavula,,,,ICZN,,,
,Liuopsylla,116440,x8J,,,ACCEPTED,SPECIES,"Liuopsylla conica Zhang Jintong, Wu Houyoung & Liu Quan, 1985",conica,,,,ICZN,,,
,Liuopsylla,100020,x8J,,,ACCEPTED,SPECIES,"Liuopsylla simondi Beaucournu & Sountsov, 1998",simondi,,,,ICZN,,,
,,x6E,x4G,,,ACCEPTED,GENUS,Palaeopsylla,,,,,,,,
,Palaeopsylla,115080,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla steini Jordan, 1932",steini,,,,ICZN,,,
,Palaeopsylla,115090,x6E,,,ACCEPTED,SPECIES,"Palaeopsylla tauberi Lewis, 1973",tauberi,,,,ICZN,,,
